,Age,StrService,HoursPerDay,WhileWorking,Instrumentalist,Composer,FavGenre,Exploratory,ForeignLanguages,FrequencyClassical,FrequencyCountry,FrequencyEDM,FrequencyFolk,FrequencyGospel,FrequencyHipHop,FrequencyJazz,FrequencyKpop,FrequencyLatin,FrequencyLofi,FrequencyMetal,FrequencyPop,FrequencyR&B,FrequencyRap,FrequencyRock,FrequencyVideoGameMusic,Anxiety,Depression,Insomnia,OCD,MusicEffects,BPM
620,21,Spotify,12.0,Да,Нет,Нет,Rock,Да,Да,Иногда,Редко,Очень часто,Редко,Редко,Иногда,Иногда,Редко,Никогда,Иногда,Очень часто,Иногда,Редко,Иногда,Очень часто,Редко,7,10,4,7,Ухудшение,160.0
621,21,Apple Music,1.0,Да,Нет,Нет,Rock,Нет,Нет,Иногда,Никогда,Редко,Никогда,Никогда,Редко,Редко,Никогда,Никогда,Никогда,Редко,Иногда,Никогда,Никогда,Очень часто,Редко,5,1,1,9,Улучшение,105.0
622,25,Spotify,3.0,Да,Нет,Нет,Rock,Нет,Нет,Никогда,Редко,Никогда,Иногда,Никогда,Никогда,Никогда,Никогда,Никогда,Иногда,Никогда,Редко,Никогда,Никогда,Очень часто,Иногда,8,9,4,10,Улучшение,110.0
623,20,Spotify,2.0,Да,Нет,Нет,Rock,Да,Да,Редко,Редко,Редко,Редко,Никогда,Иногда,Иногда,Редко,Иногда,Иногда,Очень часто,Очень часто,Иногда,Иногда,Очень часто,Редко,7,9,7,0,Улучшение,148.0
624,17,Spotify,3.0,Да,Да,Нет,Rock,Да,Нет,Иногда,Иногда,Иногда,Никогда,Никогда,Никогда,Никогда,Редко,Никогда,Редко,Очень часто,Очень часто,Никогда,Редко,Очень часто,Никогда,1,5,6,4,Нет эффекта,120.0
625,17,YouTube Music,3.0,Да,Нет,Нет,Rock,Нет,Нет,Редко,Редко,Никогда,Редко,Никогда,Редко,Редко,Никогда,Никогда,Редко,Очень часто,Иногда,Никогда,Иногда,Очень часто,Очень часто,6,3,6,0,Улучшение,122.0
626,48,Не пользуюсь,5.0,Да,Нет,Да,Rock,Да,Да,Очень часто,Иногда,Иногда,Очень часто,Никогда,Иногда,Редко,Никогда,Редко,Никогда,Редко,Редко,Редко,Редко,Очень часто,Редко,3,3,0,0,Улучшение,124.0
627,21,YouTube Music,4.0,Да,Нет,Нет,Rock,Да,Да,Иногда,Очень часто,Редко,Очень часто,Никогда,Иногда,Никогда,Никогда,Никогда,Редко,Иногда,Очень часто,Иногда,Иногда,Очень часто,Редко,4,8,2,3,Улучшение,137.0
628,20,Spotify,1.0,Нет,Нет,Нет,Rock,Да,Да,Иногда,Иногда,Редко,Очень часто,Редко,Редко,Очень часто,Никогда,Никогда,Никогда,Никогда,Очень часто,Редко,Редко,Очень часто,Никогда,10,4,8,0,Улучшение,130.0
629,22,Spotify,2.0,Нет,Нет,Нет,Rock,Нет,Нет,Редко,Никогда,Никогда,Никогда,Никогда,Редко,Редко,Редко,Никогда,Никогда,Очень часто,Очень часто,Никогда,Никогда,Очень часто,Иногда,10,5,2,8,Улучшение,119.0
630,31,Spotify,1.0,Да,Нет,Нет,Rock,Да,Нет,Очень часто,Редко,Иногда,Редко,Никогда,Редко,Редко,Редко,Редко,Иногда,Иногда,Иногда,Никогда,Очень часто,Очень часто,Очень часто,9,10,10,6,Нет эффекта,124.0
631,37,Spotify,2.0,Да,Нет,Нет,Rock,Да,Нет,Никогда,Никогда,Никогда,Никогда,Никогда,Редко,Никогда,Никогда,Никогда,Никогда,Иногда,Иногда,Редко,Редко,Иногда,Никогда,8,10,10,2,Ухудшение,100.0
632,22,Spotify,4.0,Да,Нет,Нет,Rock,Да,Нет,Никогда,Редко,Никогда,Никогда,Никогда,Редко,Никогда,Никогда,Никогда,Редко,Иногда,Очень часто,Редко,Редко,Очень часто,Очень часто,10,7,4,4,Улучшение,93.0
633,24,Не пользуюсь,12.0,Да,Да,Да,Rock,Да,Нет,Иногда,Редко,Никогда,Иногда,Редко,Редко,Редко,Никогда,Редко,Никогда,Очень часто,Очень часто,Редко,Редко,Очень часто,Очень часто,7,10,0,8,Улучшение,136.0
634,28,Не пользуюсь,1.0,Да,Нет,Нет,Rock,Нет,Нет,Редко,Редко,Никогда,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Иногда,Никогда,Никогда,Иногда,Никогда,2,1,2,2,Улучшение,147.0
635,20,Apple Music,12.0,Нет,Нет,Нет,Rock,Да,Да,Никогда,Иногда,Редко,Иногда,Иногда,Иногда,Иногда,Редко,Никогда,Никогда,Иногда,Очень часто,Иногда,Иногда,Очень часто,Иногда,7,10,2,0,Улучшение,98.0
636,20,Другое,2.0,Да,Да,Да,Rock,Да,Нет,Иногда,Редко,Никогда,Редко,Никогда,Никогда,Редко,Редко,Никогда,Никогда,Никогда,Очень часто,Никогда,Никогда,Очень часто,Иногда,2,2,0,0,Нет эффекта,135.0
637,27,Spotify,3.0,Да,Нет,Нет,Rock,Да,Да,Редко,Никогда,Очень часто,Редко,Никогда,Редко,Редко,Никогда,Никогда,Очень часто,Очень часто,Редко,Редко,Редко,Очень часто,Очень часто,8,7,9,3,Улучшение,105.0
638,26,Spotify,1.0,Да,Нет,Нет,Rock,Да,Да,Редко,Редко,Иногда,Иногда,Никогда,Никогда,Никогда,Никогда,Редко,Очень часто,Редко,Очень часто,Редко,Редко,Очень часто,Иногда,6,1,0,4,Нет эффекта,124.0
639,17,Spotify,5.0,Да,Да,Нет,Rock,Да,Нет,Очень часто,Редко,Редко,Иногда,Редко,Очень часто,Очень часто,Никогда,Редко,Очень часто,Иногда,Иногда,Очень часто,Очень часто,Очень часто,Иногда,7,3,9,7,Улучшение,110.0
640,17,YouTube Music,2.0,Нет,Нет,Да,Rock,Да,Нет,Иногда,Иногда,Иногда,Очень часто,Редко,Иногда,Иногда,Никогда,Никогда,Никогда,Иногда,Иногда,Иногда,Иногда,Очень часто,Иногда,5,10,2,7,Нет эффекта,124.0
641,16,Spotify,3.0,Нет,Да,Нет,Rock,Да,Да,Редко,Никогда,Никогда,Редко,Никогда,Иногда,Иногда,Никогда,Иногда,Никогда,Никогда,Никогда,Иногда,Иногда,Очень часто,Никогда,7,3,3,5,Улучшение,90.0
642,30,YouTube Music,1.0,Да,Да,Нет,Rock,Да,Да,Иногда,Редко,Редко,Редко,Редко,Редко,Редко,Иногда,Никогда,Иногда,Иногда,Очень часто,Редко,Редко,Очень часто,Иногда,9,7,8,4,Улучшение,115.0
643,23,Spotify,1.0,Да,Да,Нет,Rock,Да,Да,Редко,Редко,Иногда,Иногда,Никогда,Иногда,Редко,Редко,Никогда,Иногда,Иногда,Очень часто,Иногда,Иногда,Очень часто,Очень часто,8,6,1,4,Улучшение,124.0
644,16,Spotify,8.0,Да,Да,Да,Rock,Да,Нет,Очень часто,Никогда,Редко,Иногда,Никогда,Никогда,Редко,Редко,Редко,Редко,Редко,Иногда,Редко,Никогда,Очень часто,Иногда,8,9,5,10,Улучшение,120.0
645,23,Не пользуюсь,3.0,Да,Нет,Нет,Rock,Нет,Нет,Никогда,Никогда,Никогда,Редко,Никогда,Никогда,Иногда,Никогда,Никогда,Редко,Никогда,Иногда,Редко,Никогда,Очень часто,Никогда,10,5,2,0,Улучшение,124.0
646,23,Spotify,2.0,Нет,Нет,Нет,Rock,Да,Да,Редко,Никогда,Редко,Редко,Никогда,Иногда,Никогда,Редко,Редко,Редко,Очень часто,Иногда,Иногда,Иногда,Очень часто,Никогда,5,7,10,2,Нет эффекта,124.0
647,17,Spotify,2.0,Да,Да,Нет,Rock,Да,Да,Очень часто,Редко,Никогда,Иногда,Никогда,Иногда,Редко,Никогда,Иногда,Редко,Редко,Очень часто,Никогда,Редко,Очень часто,Никогда,7,6,0,9,Улучшение,120.0
648,18,Spotify,4.0,Нет,Нет,Нет,Video game music,Нет,Да,Никогда,Никогда,Очень часто,Никогда,Никогда,Редко,Редко,Очень часто,Никогда,Иногда,Иногда,Редко,Никогда,Редко,Редко,Очень часто,7,7,10,2,Нет эффекта,132.0
649,18,YouTube Music,3.0,Да,Да,Нет,Video game music,Да,Да,Иногда,Никогда,Редко,Иногда,Редко,Редко,Иногда,Никогда,Редко,Редко,Редко,Редко,Редко,Никогда,Никогда,Иногда,4,8,6,0,Улучшение,66.0
650,23,YouTube Music,2.0,Да,Да,Да,Video game music,Да,Нет,Иногда,Редко,Никогда,Редко,Иногда,Никогда,Иногда,Редко,Редко,Редко,Редко,Иногда,Иногда,Редко,Иногда,Очень часто,4,2,3,4,Улучшение,80.0
651,37,YouTube Music,0.25,Нет,Нет,Нет,Video game music,Да,Нет,Очень часто,Редко,Никогда,Редко,Никогда,Редко,Иногда,Никогда,Редко,Никогда,Никогда,Очень часто,Иногда,Никогда,Иногда,Иногда,3,2,10,0,Нет эффекта,147.0
652,23,Не пользуюсь,1.0,Да,Да,Нет,Video game music,Нет,Нет,Иногда,Иногда,Иногда,Редко,Никогда,Редко,Иногда,Редко,Редко,Очень часто,Никогда,Иногда,Очень часто,Редко,Иногда,Очень часто,7,0,0,2,Улучшение,85.0
653,43,Не пользуюсь,6.0,Да,Да,Да,Video game music,Да,Да,Иногда,Редко,Очень часто,Редко,Редко,Редко,Редко,Иногда,Редко,Очень часто,Редко,Иногда,Редко,Никогда,Иногда,Очень часто,5,4,8,3,Нет эффекта,109.0
654,19,YouTube Music,4.0,Да,Нет,Нет,Video game music,Да,Нет,Редко,Никогда,Редко,Никогда,Никогда,Редко,Иногда,Никогда,Никогда,Иногда,Никогда,Иногда,Никогда,Никогда,Редко,Очень часто,8,2,1,6,Улучшение,162.0
655,29,YouTube Music,1.0,Да,Да,Нет,Video game music,Да,Нет,Иногда,Никогда,Никогда,Редко,Иногда,Никогда,Редко,Никогда,Никогда,Никогда,Никогда,Иногда,Редко,Никогда,Иногда,Иногда,6,6,1,2,Улучшение,110.0
